special_token_size	1
token_size	5970
singleton_size	2311
singleton_max_count	1
3430	mousse	2
3431	matcha	2
3432	powdered	2
3433	philly	2
3434	apologizing	2
3435	handing	2
3436	adn	2
3437	kimchi	2
3438	punch	2
3439	twists	2
3440	dizzy	2
3441	delusional	2
3442	newly	2
3443	created	2
3444	uncooked	2
3445	cramp	2
3446	farm	2
3447	perfected	2
3448	ghastly	2
3449	guilty	2
3450	deigning	2
3451	enhanced	2
3452	dumping	2
3453	halfway	2
3454	furnishings	2
3455	des	2
3456	vins	2
3457	appalled	2
3458	bed	2
3459	fishy	2
3460	farms	2
3461	fired	2
3462	positives	2
3463	distraction	2
3464	payed	2
3465	frickin	2
3466	bark	2
3467	train	2
3468	tongue	2
3469	hideous	2
3470	bfc	2
3471	frizzy	2
3472	retro	2
3473	winged	2
3474	dame	2
3475	edna	2
3476	yell	2
3477	horrified	2
3478	brown	2
3479	hair	2
3480	eavesdrops	2
3481	chimes	2
3482	hears	2
3483	uninvited	2
3484	opinions	2
3485	context	2
3486	unwelcoming	2
3487	joined	2
3488	flank	2
3489	elevated	2
3490	variations	2
3491	ads	2
3492	situation	2
3493	disrespectful	2
3494	distinct	2
3495	disappeared	2
3496	vga	2
3497	human	2
3498	wanting	2
3499	tutorial	2
3500	exceed	2
3501	frame	2
3502	messed	2
3503	quits	2
3504	chipset	2
3505	status	2
3506	radeon	2
3507	classes	2
3508	pops	2
3509	performed	2
3510	enabled	2
3511	seeing	2
3512	accidentally	2
3513	starts	2
3514	connections	2
3515	credit	2
3516	fourth	2
3517	reccomend	2
3518	continues	2
3519	complex	2
3520	speeds	2
3521	matched	2
3522	entirely	2
3523	decide	2
3524	ya	2
3525	knots	2
3526	fondue	2
3527	root	2
3528	obnoxious	2
3529	stuffing	2
3530	satisfying	2
3531	celebrate	2
3532	gelato	2
3533	attitudes	2
3534	teriyaki	2
3535	knowing	2
3536	woman	2
3537	paratha	2
3538	bringing	2
3539	app	2
3540	robust	2
3541	spring	2
3542	da	2
3543	exorbitant	2
3544	th	2
3545	policy	2
3546	letting	2
3547	intimidate	2
3548	i.e	2
3549	trivialities	2
3550	thougt	2
3551	anniversary	2
3552	potatos	2
3553	inexpertly	2
3554	di	2
3555	conscious	2
3556	eco	2
3557	buffalo	2
3558	upset	2
3559	dynamite	2
3560	celebrated	2
3561	engagement	2
3562	dreamy	2
3563	egyptian	2
3564	sceney	2
3565	talented	2
3566	baba	2
3567	ganoush	2
3568	lemony	2
3569	smoky	2
3570	paul	2
3571	eh	2
3572	hospitality	2
3573	yamato	2
3574	youre	2
3575	bison	2
3576	descriptions	2
3577	bottled	2
3578	brahma	2
3579	bragging	2
3580	repulsive	2
3581	passable	2
3582	refill	2
3583	chew	2
3584	acidity	2
3585	heightens	2
3586	commented	2
3587	croquette	2
3588	squishy	2
3589	coworker	2
3590	nonetheless	2
3591	followed	2
3592	behavior	2
3593	frontman	2
3594	pads	2
3595	log	2
3596	mountain	2
3597	liking	2
3598	unmatched	2
3599	startup	2
3600	breeze	2
3601	restrictions	2
3602	mobility	2
3603	boy	2
3604	scratches	2
3605	tops	2
3606	cables	2
3607	integrated	2
3608	tasks	2
3609	sd	2
3610	magsafe	2
3611	utterly	2
3612	excited	2
3613	sold	2
3614	unforgettable	2
3615	boat	2
3616	rings	2
3617	sweets	2
3618	fajita	2
3619	artsy	2
3620	dried	2
3621	cell	2
3622	uptown	2
3623	savory	2
3624	ending	2
3625	deserts	2
3626	leaf	2
3627	stew	2
3628	slight	2
3629	starbucks	2
3630	dip	2
3631	veggies	2
3632	soooo	2
3633	offerings	2
3634	fennel	2
3635	worthwhile	2
3636	spanish	2
3637	chickpeas	2
3638	caeser	2
3639	sampled	2
3640	bday	2
3641	salsa	2
3642	severely	2
3643	dill	2
3644	walnut	2
3645	staying	2
3646	smoking	2
3647	jellyfish	2
3648	strip	2
3649	financial	2
3650	district	2
3651	mexican	2
3652	burritos	2
3653	enchiladas	2
3654	decadent	2
3655	mackeral	2
3656	dinning	2
3657	dungeness	2
3658	pepperoni	2
3659	alaskan	2
3660	expandable	1
3661	overheat	1
3662	flashing	1
3663	droid	1
3664	recharge	1
3665	painless	1
3666	syncing	1
3667	extend	1
3668	punds	1
3669	sixteen	1
3670	freezes	1
3671	quit	1
3672	vmware	1
3673	gigabytes	1
3674	performace	1
3675	folder	1
3676	crapped	1
3677	songs	1
3678	sends	1
3679	assistance	1
3680	bellying	1
3681	classroom	1
3682	discs	1
3683	enabling	1
3684	timer	1
3685	bugged	1
3686	representive	1
3687	robbery	1
3688	vast	1
3689	improvment	1
3690	disservice	1
3691	insult	1
3692	shoddy	1
3693	associate	1
3694	gobs	1
3695	inefficient	1
3696	drains	1
3697	dying	1
3698	technology	1
3699	owes	1
3700	sits	1
3701	jar	1
3702	longevity	1
3703	arisen	1
3704	pricetag	1
3705	tapping	1
3706	louder	1
3707	standpoint	1
3708	sturdy	1
3709	apples	1
3710	firfox	1
3711	shorting	1
3712	communication	1
3713	deployed	1
3714	suffered	1
3715	reset	1
3716	connector	1
3717	expires	1
3718	dad	1
3719	toshibas	1
3720	abit	1
3721	drag	1
3722	breaks	1
3723	macmall	1
3724	incurred	1
3725	locally	1
3726	packages	1
3727	ingrained	1
3728	lexicon	1
3729	cares	1
3730	brighter	1
3731	stacking	1
3732	textured	1
3733	fingerprints	1
3734	powerbooks	1
3735	chiclet	1
3736	protector	1
3737	magnetic	1
3738	test	1
3739	innovation	1
3740	lock	1
3741	wears	1
3742	farther	1
3743	honored	1
3744	postage	1
3745	reading	1
3746	g0	1
3747	smarty	1
3748	pants	1
3749	inbuilt	1
3750	prompted	1
3751	assists	1
3752	choosing	1
3753	iffy	1
3754	vents	1
3755	installation	1
3756	abilitiy	1
3757	suffice	1
3758	practice	1
3759	handy	1
3760	essential	1
3761	esay	1
3762	latter	1
3763	happens	1
3764	sells	1
3765	sacrificing	1
3766	sp0	1
3767	returning	1
3768	assuring	1
3769	gigabyte	1
3770	tarnished	1
3771	grounding	1
3772	isolation	1
3773	loop	1
3774	isolator	1
3775	leading	1
3776	maximum	1
3777	bootcamp	1
3778	action	1
3779	arcade	1
3780	leaps	1
3781	bounds	1
3782	schoolwork	1
3783	flaw	1
3784	spanned	1
3785	advantages	1
3786	screams	1
3787	routed	1
3788	directly	1
3789	aftermarket	1
3790	lacie	1
3791	soud	1
3792	excelent	1
3793	investment	1
3794	upgrading	1
3795	glary	1
3796	susceptible	1
3797	gateway	1
3798	sub-par	1
3799	dock	1
3800	ontop	1
3801	costing	1
3802	thousand	1
3803	promise	1
3804	plunge	1
3805	launch	1
3806	reload	1
3807	switchable	1
3808	overload	1
3809	mgr	1
3810	cds	1
3811	dang	1
3812	secures	1
3813	rails	1
3814	hunk	1
3815	crap	1
3816	vaio	1
3817	invalidate	1
3818	copies	1
3819	dualboot	1
3820	nortons	1
3821	scan	1
3822	buyer	1
3823	investing	1
3824	broad	1
3825	meantioned	1
3826	knowlede	1
3827	navigating	1
3828	theres	1
3829	costed	1
3830	payment	1
3831	malfunction	1
3832	finances	1
3833	scheduling	1
3834	parents	1
3835	expenses	1
3836	driver	1
3837	damn	1
3838	bid	1
3839	remote	1
3840	buildings	1
3841	campus	1
3842	distan	1
3843	casing	1
3844	pulled	1
3845	socket	1
3846	viewer	1
3847	separate	1
3848	currently	1
3849	spaces	1
3850	omitted	1
3851	requiring	1
3852	redo	1
3853	temp	1
3854	sucks	1
3855	iweb	1
3856	newegg	1
3857	prepaid	1
3858	label	1
3859	uploading	1
3860	creating	1
3861	tab	1
3862	headquarters	1
3863	tft	1
3864	panel	1
3865	framed	1
3866	margin	1
3867	reduces	1
3868	increases	1
3869	bulk	1
3870	re-install	1
3871	cracks	1
3872	involves	1
3873	bindings	1
3874	hissing	1
3875	niece	1
3876	nephew	1
3877	require	1
3878	typically	1
3879	convenience	1
3880	airports	1
3881	trips	1
3882	enraged	1
3883	cursing	1
3884	antiquated	1
3885	excel	1
3886	formatting	1
3887	convert	1
3888	readable	1
3889	strive	1
3890	lackluster	1
3891	refund	1
3892	html	1
3893	operates	1
3894	transporting	1
3895	aftereffects	1
3896	examined	1
3897	cited	1
3898	dependability	1
3899	labtop	1
3900	overheating	1
3901	occational	1
3902	webpages	1
3903	eighty	1
3904	lifelong	1
3905	reg	1
3906	stability	1
3907	primary	1
3908	secondary	1
3909	graphically	1
3910	functionally	1
3911	projects	1
3912	statement	1
3913	mere	1
3914	exaggeration	1
3915	alerts	1
3916	technologically	1
3917	blocked	1
3918	webpage	1
3919	slowing	1
3920	improving	1
3921	amateurs	1
3922	experts	1
3923	alike	1
3924	downs	1
3925	hotlines	1
3926	storing	1
3927	organizing	1
3928	imail	1
3929	incorporate	1
3930	depot	1
3931	scroll	1
3932	discharges	1
3933	compatibility	1
3934	quirks	1
3935	ceased	1
3936	laggy	1
3937	wires	1
3938	wirelessly	1
3939	pricing	1
3940	competitive	1
3941	typers	1
3942	iworks	1
3943	information	1
3944	arse	1
3945	registration	1
3946	patiently	1
3947	trimming	1
3948	bulging	1
3949	pressed	1
3950	inoperative	1
3951	letter	1
3952	tutoring	1
3953	bouncing	1
3954	downloads	1
3955	completed	1
3956	stare	1
3957	handed	1
3958	[	1
3959	shutting	1
3960	verion	1
3961	cancel	1
3962	processer	1
3963	solve	1
3964	comparing	1
3965	responding	1
3966	arm	1
3967	velcro	1
3968	torn	1
3969	hence	1
3970	downwards	1
3971	slowdown	1
3972	versitility	1
3973	openning	1
3974	browsers	1
3975	booted	1
3976	placement	1
3977	clarity	1
3978	sharpness	1
3979	safety	1
3980	affect	1
3981	hide	1
3982	message	1
3983	edgy	1
3984	hsn	1
3985	era	1
3986	sorely	1
3987	disapointed	1
3988	reputable	1
3989	honor	1
3990	blade	1
3991	mute	1
3992	reproduction	1
3993	schools	1
3994	teaching	1
3995	boasted	1
3996	reliability	1
3997	recenlty	1
3998	pre	1
3999	unrepaired	1
4000	shot	1
4001	gadgets	1
4002	royce	1
4003	usage	1
4004	default	1
4005	island	1
4006	communicate	1
4007	secure	1
4008	weary	1
4009	cards	1
4010	manufacturing	1
4011	defect	1
4012	thermal	1
4013	paste	1
4014	facial	1
4015	logon	1
4016	wheelchair	1
4017	bag	1
4018	preformed	1
4019	contact	1
4020	delay	1
4021	persoal	1
4022	hurt	1
4023	sucked	1
4024	sol	1
4025	ts	1
4026	discontinued	1
4027	contributor	1
4028	aspect	1
4029	accordingly	1
4030	compaq	1
4031	financing	1
4032	warranties	1
4033	loosing	1
4034	tim	1
4035	overheated	1
4036	commutes	1
4037	bus	1
4038	restricted	1
4039	width	1
4040	headsets	1
4041	instance	1
4042	failing	1
4043	powering	1
4044	narcissist	1
4045	resetting	1
4046	consuming	1
4047	lg	1
4048	lowest	1
4049	addicted	1
4050	editions	1
4051	connects	1
4052	library	1
4053	considered	1
4054	mainboard	1
4055	manually	1
4056	satisfactory	1
4057	aggrevation	1
4058	equipment	1
4059	idk	1
4060	tool	1
4061	academic	1
4062	studies	1
4063	wt	1
4064	solidly	1
4065	propose	1
4066	peformance	1
4067	proactive	1
4068	resolve	1
4069	gradual	1
4070	substantive	1
4071	sundays	1
4072	checking	1
4073	football	1
4074	youtube	1
4075	social	1
4076	networking	1
4077	equal	1
4078	began	1
4079	diminish	1
4080	recall	1
4081	overheats	1
4082	artist	1
4083	overnight	1
4084	networks	1
4085	answer	1
4086	starting	1
4087	reinstall	1
4088	import	1
4089	paperwork	1
4090	focused	1
4091	produces	1
4092	batteries	1
4093	six	1
4094	sticking	1
4095	correctly	1
4096	essay	1
4097	papers	1
4098	semi-decent	1
4099	visually	1
4100	microphone	1
4101	prone	1
4102	migration	1
4103	ibook	1
4104	quicklook	1
4105	heaps	1
4106	blown	1
4107	photobooth	1
4108	downloaded	1
4109	bluescreened	1
4110	chrome	1
4111	researched	1
4112	welcomed	1
4113	inept	1
4114	tey	1
4115	insanity	1
4116	info	1
4117	kernal	1
4118	corrupt	1
4119	moth	1
4120	hardrive	1
4121	screws	1
4122	downfalls	1
4123	suspicious	1
4124	keynotes	1
4125	occurance	1
4126	indirectly	1
4127	tranferring	1
4128	kidding	1
4129	calls	1
4130	definition	1
4131	beast	1
4132	component	1
4133	pentium	1
4134	ht	1
4135	sata	1
4136	printing	1
4137	laughable	1
4138	chess	1
4139	bookkeeping	1
4140	aero	1
4141	daily	1
4142	warcraft	1
4143	preferred	1
4144	understanding	1
4145	drone	1
4146	torture	1
4147	final	1
4148	seemlessly	1
4149	transfer	1
4150	lenovo	1
4151	tablet	1
4152	unplug	1
4153	objection	1
4154	transcription	1
4155	flatline	1
4156	abuse	1
4157	explorer	1
4158	admit	1
4159	gold	1
4160	intall	1
4161	weighed	1
4162	unparalleled	1
4163	index	1
4164	score	1
4165	tote	1
4166	irreplaceable	1
4167	protected	1
4168	held	1
4169	icon	1
4170	cluttered	1
4171	icons	1
4172	pixels	1
4173	zone	1
4174	noticable	1
4175	astonishing	1
4176	trials	1
4177	yahoo	1
4178	automatically	1
4179	adjusts	1
4180	plane	1
4181	overcome	1
4182	reflectiveness	1
4183	inconvenience	1
4184	controlled	1
4185	crank	1
4186	fuzz	1
4187	gigs	1
4188	surf	1
4189	edit	1
4190	non-functioning	1
4191	visual	1
4192	hollow	1
4193	lags	1
4194	awkward	1
4195	february	1
4196	fighting	1
4197	agents	1
4198	satisfy	1
4199	acually	1
4200	requires	1
4201	dump	1
4202	belongs	1
4203	trash	1
4204	exist	1
4205	incorrect	1
4206	engineering	1
4207	maneuver	1
4208	comfortably	1
4209	dorm	1
4210	household	1
4211	inspected	1
4212	tighter	1
4213	demonstrate	1
4214	walmart.com	1
4215	keynote	1
4216	eliminates	1
4217	dissuade	1
4218	infested	1
4219	anyhow	1
4220	compares	1
4221	google	1
4222	coupons	1
4223	defeats	1
4224	keeping	1
4225	moving	1
4226	span	1
4227	implore	1
4228	wonderfull	1
4229	recomended	1
4230	externally	1
4231	falling	1
4232	rubbing	1
4233	heals	1
4234	glare	1
4235	lightscribe	1
4236	ince	1
4237	bags	1
4238	multitude	1
4239	learned	1
4240	knapsack	1
4241	text	1
4242	books	1
4243	noises	1
4244	technician	1
4245	challenging	1
4246	direction	1
4247	inconvenienced	1
4248	attachment	1
4249	mobilize	1
4250	angles	1
4251	reacts	1
4252	areas	1
4253	softer	1
4254	mentioned	1
4255	incase	1
4256	shells	1
4257	accommodates	1
4258	ship	1
4259	streamlined	1
4260	randomely	1
4261	refuse	1
4262	safe	1
4263	over-sized	1
4264	universal	1
4265	powerpoint	1
4266	projector	1
4267	strengths	1
4268	weaknesses	1
4269	videocard	1
4270	toy	1
4271	zooming	1
4272	backlighting	1
4273	honesty	1
4274	outperforms	1
4275	phonecalls	1
4276	micro	1
4277	isolated	1
4278	incident	1
4279	maker	1
4280	intuition	1
4281	technological	1
4282	advances	1
4283	associated	1
4284	everyday	1
4285	spongey	1
4286	calculator	1
4287	dummies	1
4288	handles	1
4289	vary	1
4290	indicate	1
4291	intial	1
4292	uniformly	1
4293	proudly	1
4294	whip	1
4295	gummy	1
4296	mayonnaise	1
4297	bacon	1
4298	crumbled	1
4299	puff	1
4300	pastry	1
4301	slurp	1
4302	cup	1
4303	pits	1
4304	gathered	1
4305	accustomed	1
4306	taipei	1
4307	accurate	1
4308	le	1
4309	pere	1
4310	scents	1
4311	negatively	1
4312	affected	1
4313	challenge	1
4314	skewers	1
4315	oasis	1
4316	refinement	1
4317	uneven	1
4318	reaches	1
4319	pinnacles	1
4320	precise	1
4321	execution	1
4322	expert	1
4323	unaccommodating	1
4324	lahore	1
4325	panang	1
4326	individuals	1
4327	leaping	1
4328	lizard	1
4329	prosecco	1
4330	charred	1
4331	caramelized	1
4332	smelled	1
4333	kerosene	1
4334	peep	1
4335	licked	1
4336	sal	1
4337	risen	1
4338	uncle	1
4339	legacies	1
4340	community	1
4341	gabriella	1
4342	lies	1
4343	crawfish	1
4344	boiled	1
4345	stringy	1
4346	building	1
4347	outisde	1
4348	corridor	1
4349	tiled	1
4350	counters	1
4351	stacks	1
4352	cans	1
4353	conveniently	1
4354	expanded	1
4355	revenue	1
4356	cubes	1
4357	flagship	1
4358	bo	1
4359	nyu	1
4360	oatmeal	1
4361	packaged	1
4362	chilean	1
4363	intimidating	1
4364	welcomes	1
4365	gin	1
4366	steamy	1
4367	izakaya	1
4368	unbearable	1
4369	clam	1
4370	commenting	1
4371	experimenting	1
4372	attracts	1
4373	eclectic	1
4374	shoulders	1
4375	neighboors	1
4376	st	1
4377	overpraised	1
4378	proceeded	1
4379	berate	1
4380	condiments	1
4381	explained	1
4382	matches	1
4383	january	1
4384	piped	1
4385	crushed	1
4386	grapes	1
4387	overdue	1
4388	unavailable	1
4389	beverages	1
4390	dare	1
4391	tan	1
4392	striped	1
4393	shakes	1
4394	mondays	1
4395	bagles	1
4396	lobby	1
4397	touristy	1
4398	listening	1
4399	explanations	1
4400	client	1
4401	meetings	1
4402	ues	1
4403	yankees	1
4404	rally	1
4405	adventurous	1
4406	excellence	1
4407	obliged	1
4408	remembers	1
4409	condensed	1
4410	fruits	1
4411	beancurd	1
4412	scream	1
4413	vault	1
4414	arrival	1
4415	tasts	1
4416	parked	1
4417	o.k.	1
4418	stickers	1
4419	okra	1
4420	bindi	1
4421	jeans	1
4422	sneakers	1
4423	styles	1
4424	overlooking	1
4425	terminal	1
4426	entranceway	1
4427	drafty	1
4428	claiming	1
4429	busier	1
4430	seldom	1
4431	nov.	1
4432	angel	1
4433	standout	1
4434	flooded	1
4435	restuarant	1
4436	mozz	1
4437	imported	1
4438	flour	1
4439	mozzerella	1
4440	cabbies	1
4441	lined	1
4442	crosby	1
4443	turnover	1
4444	i.e.	1
4445	chevre	1
4446	marvelous	1
4447	peter	1
4448	margarite	1
4449	caters	1
4450	pride	1
4451	photobook	1
4452	souffle	1
4453	rasberry	1
4454	sensations	1
4455	seaweed	1
4456	skimp	1
4457	mesclun	1
4458	chilaquiles	1
4459	lexington	1
4460	dainty	1
4461	ant	1
4462	gallery	1
4463	bills	1
4464	eaters	1
4465	floored	1
4466	msg	1
4467	chettinad	1
4468	forgettable	1
4469	lyle	1
4470	remaining	1
4471	lambchops	1
4472	entering	1
4473	steven	1
4474	frederick	1
4475	hosts	1
4476	decrease	1
4477	complementary	1
4478	celebration	1
4479	gari	1
4480	celebrations	1
4481	ridding	1
4482	getup	1
4483	barbecued	1
4484	gorgeously	1
4485	poached	1
4486	curiously	1
4487	rub	1
4488	enhance	1
4489	offeres	1
4490	gret	1
4491	exellent	1
4492	scopa	1
4493	existant	1
4494	guided	1
4495	toward	1
4496	allowing	1
4497	hosting	1
4498	ins	1
4499	emphasis	1
4500	'em	1
4501	combo	1
4502	jeffery	1
4503	insde	1
4504	strength	1
4505	lays	1
4506	sampling	1
4507	architecture	1
4508	hotspot	1
4509	paella	1
4510	basketful	1
4511	wontons	1
4512	shrimps	1
4513	carrying	1
4514	sara	1
4515	dazzling	1
4516	palate	1
4517	embracing	1
4518	pray	1
4519	vt	1
4520	utter	1
4521	vegtables	1
4522	fooled	1
4523	hundreds	1
4524	outshine	1
4525	presentaion	1
4526	charts	1
4527	skew	1
4528	sans	1
4529	floating	1
4530	venues	1
4531	frantic	1
4532	scatty	1
4533	forgiven	1
4534	bruscetta	1
4535	greens	1
4536	iceberg	1
4537	piping	1
4538	tao	1
4539	production	1
4540	symphony	1
4541	ours	1
4542	wished	1
4543	cabaret	1
4544	blasts	1
4545	likeable	1
4546	eastsider	1
4547	authentically	1
4548	tai	1
4549	south	1
4550	fires	1
4551	pretension	1
4552	meatballs	1
4553	caprese	1
4554	enthusiastic	1
4555	gaskin	1
4556	lad	1
4557	nar	1
4558	asthetically	1
4559	exists	1
4560	inludes	1
4561	chaat	1
4562	bhelpuri	1
4563	chaats	1
4564	definite	1
4565	abroad	1
4566	dank	1
4567	nolita	1
4568	scratch	1
4569	japan	1
4570	toaster	1
4571	strange	1
4572	decidedly	1
4573	varities	1
4574	wrap	1
4575	knowledge	1
4576	meanwhile	1
4577	reserve	1
4578	gratis	1
4579	thh	1
4580	undistinguished	1
4581	nightcap	1
4582	fromager	1
4583	il	1
4584	mulino	1
4585	horrendous	1
4586	seved	1
4587	rip	1
4588	steamed	1
4589	idle	1
4590	engine	1
4591	overflowing	1
4592	preparing	1
4593	bean	1
4594	brushetta	1
4595	lay	1
4596	dealt	1
4597	routinely	1
4598	interrupted	1
4599	servants	1
4600	hinting	1
4601	fellow	1
4602	tunnel	1
4603	tear	1
4604	tamari	1
4605	delicous	1
4606	remorse	1
4607	contrast	1
4608	michelin	1
4609	rating	1
4610	sq	1
4611	marinated	1
4612	cucumbers	1
4613	lentil	1
4614	edibility	1
4615	basmati	1
4616	rave	1
4617	drizzled	1
4618	highlighting	1
4619	sweetness	1
4620	del	1
4621	frisco	1
4622	guizhou	1
4623	hardcore	1
4624	calzone	1
4625	kati	1
4626	produce	1
4627	harkens	1
4628	growing	1
4629	yours	1
4630	abby	1
4631	wintermelon	1
4632	onglet	1
4633	death	1
4634	overcooking	1
4635	charmingly	1
4636	bands	1
4637	fri	1
4638	sophistication	1
4639	smiles	1
4640	faces	1
4641	rarity	1
4642	fresher	1
4643	thinner	1
4644	crispier	1
4645	blah	1
4646	faired	1
4647	encountered	1
4648	voluminous	1
4649	mussel	1
4650	murrays	1
4651	grandfather	1
4652	admire	1
4653	faves	1
4654	flat	1
4655	flaky	1
4656	tarte	1
4657	tatin	1
4658	incompetency	1
4659	quail	1
4660	female	1
4661	skipped	1
4662	furniture	1
4663	tiffin	1
4664	overhauled	1
4665	cornelia	1
4666	broadway	1
4667	po	1
4668	sligtly	1
4669	breweries	1
4670	carts	1
4671	crackling	1
4672	lightly	1
4673	shockingly	1
4674	contract	1
4675	deposit	1
4676	fl	1
4677	mezz	1
4678	grp	1
4679	nazi	1
4680	complains	1
4681	roofdeck	1
4682	energy	1
4683	brought	1
4684	repeated	1
4685	sparsely	1
4686	sprinkled	1
4687	monday	1
4688	title	1
4689	hustled	1
4690	evoked	1
4691	yuzu	1
4692	wannabe	1
4693	sicilian	1
4694	busboy	1
4695	remained	1
4696	alive	1
4697	reminded	1
4698	integral	1
4699	parathas	1
4700	ensuring	1
4701	unsurpassed	1
4702	realtively	1
4703	non-busy	1
4704	cannoli	1
4705	lurking	1
4706	sad	1
4707	marine	1
4708	murky	1
4709	waters	1
4710	ping	1
4711	creatures	1
4712	lover	1
4713	ranting	1
4714	raving	1
4715	stickler	1
4716	primi	1
4717	secondi	1
4718	omakase	1
4719	showcase	1
4720	ed	1
4721	limp	1
4722	oozing	1
4723	aisle	1
4724	pre-fixe	1
4725	grating	1
4726	grew	1
4727	ziti	1
4728	meatsauce	1
4729	preparation	1
4730	imitation	1
4731	unnecessarily	1
4732	leaving	1
4733	overlook	1
4734	posting	1
4735	kosher	1
4736	dills	1
4737	compliment	1
4738	unforgetable	1
4739	kamikaze	1
4740	mayonaisse	1
4741	runners	1
4742	obv	1
4743	manydifferent	1
4744	varietys	1
4745	genuine	1
4746	tal	1
4747	alcohol	1
4748	cheeky	1
4749	names	1
4750	intend	1
4751	udon	1
4752	snapple	1
4753	meaningless	1
4754	fillings	1
4755	unconventional	1
4756	graciously	1
4757	marcelo	1
4758	impresses	1
4759	boxed	1
4760	member	1
4761	villa	1
4762	lumpy	1
4763	sketchy	1
4764	puke	1
4765	flashy	1
4766	certified	1
4767	differences	1
4768	preference	1
4769	reflection	1
4770	elegantly	1
4771	whisks	1
4772	bank	1
4773	seine	1
4774	tanya	1
4775	completes	1
4776	longtime	1
4777	slipped	1
4778	hesitant	1
4779	disloyal	1
4780	amiable	1
4781	thali	1
4782	unremarkable	1
4783	recomendations	1
4784	playful	1
4785	unimposing	1
4786	xcept	1
4787	dimsum	1
4788	unbearably	1
4789	accompaniment	1
4790	stike	1
4791	tuesday	1
4792	equation	1
4793	vegetarians	1
4794	rejoice	1
4795	manna	1
4796	jimmy	1
4797	bronx	1
4798	steep	1
4799	francois	1
4800	dozen	1
4801	grass	1
4802	cube	1
4803	oldies	1
4804	film	1
4805	portraits	1
4806	actresses	1
4807	obtained	1
4808	appitizers	1
4809	historic	1
4810	answering	1
4811	enjoys	1
4812	scrapped	1
4813	vessel	1
4814	chunks	1
4815	appointments	1
4816	witness	1
4817	etched	1
4818	brickwork	1
4819	separating	1
4820	mannered	1
4821	employ	1
4822	pints	1
4823	decore	1
4824	insultingly	1
4825	bruno	1
4826	initially	1
4827	event	1
4828	chosing	1
4829	hostile	1
4830	improper	1
4831	decker	1
4832	staffs	1
4833	breathe	1
4834	sets	1
4835	tone	1
4836	realy	1
4837	mein	1
4838	attractions	1
4839	fetish	1
4840	nonchalant	1
4841	exterminator	1
4842	dismayed	1
4843	boton	1
4844	torro	1
4845	kenny	1
4846	saltimbocca	1
4847	catcher	1
4848	argentinian	1
4849	grabbed	1
4850	pelligrino	1
4851	kamasutra	1
4852	cosmopolitan	1
4853	couples	1
4854	overpowering	1
4855	everybody	1
4856	laying	1
4857	awkardly	1
4858	palak	1
4859	kofta	1
4860	monte	1
4861	carlo	1
4862	margharita	1
4863	multiplied	1
4864	x0	1
4865	whatsoever	1
4866	code	1
4867	strict	1
4868	warming	1
4869	candles	1
4870	sipping	1
4871	assuming	1
4872	echoes	1
4873	flowing	1
4874	spicing	1
4875	tuscan	1
4876	salvatore	1
4877	converted	1
4878	approx	1
4879	yourselves	1
4880	engaging	1
4881	caliber	1
4882	challah	1
4883	knishes	1
4884	yonah	1
4885	schimmel	1
4886	sandwhiches	1
4887	hey	1
4888	gift	1
4889	appreciates	1
4890	elegance	1
4891	ly	1
4892	showed	1
4893	sandwhich	1
4894	heartier	1
4895	appetites	1
4896	heaped	1
4897	loin	1
4898	discount	1
4899	fritters	1
4900	shining	1
4901	reaching	1
4902	sunglasses	1
4903	conditioning	1
4904	heights	1
4905	chongqing	1
4906	hotpot	1
4907	caserole	1
4908	magnificent	1
4909	pizzerias	1
4910	pies	1
4911	boxes	1
4912	booked	1
4913	kensington	1
4914	boiling	1
4915	sunken	1
4916	saffron	1
4917	recommand	1
4918	encased	1
4919	enclosure	1
4920	seal	1
4921	clever	1
4922	expectation	1
4923	underscores	1
4924	quicly	1
4925	noticeably	1
4926	caught	1
4927	turin	1
4928	perform	1
4929	custom	1
4930	glossy	1
4931	adjustment	1
4932	spotlight	1
4933	keyword	1
4934	parsing	1
4935	tens	1
4936	folders	1
4937	vancouver	1
4938	processes	1
4939	repaired	1
4940	operational	1
4941	salesman	1
4942	talked	1
4943	compatable	1
4944	font	1
4945	acting	1
4946	crack	1
4947	influence	1
4948	stamped	1
4949	therefore	1
4950	stronger	1
4951	resilient	1
4952	hr	1
4953	clock	1
4954	reboot	1
4955	flash	1
4956	uninstalled	1
4957	explore	1
4958	appeared	1
4959	jumped	1
4960	ex	1
4961	competition	1
4962	fused	1
4963	nowhere	1
4964	beginner	1
4965	lauded	1
4966	combined	1
4967	clicker	1
4968	temporary	1
4969	inquired	1
4970	dose	1
4971	artwork	1
4972	resolutions	1
4973	unprecedented	1
4974	promotion	1
4975	specially	1
4976	bloatware	1
4977	hack	1
4978	periodically	1
4979	havent	1
4980	spectrum	1
4981	starcraft	1
4982	ii	1
4983	uninstall	1
4984	anykind	1
4985	fixes	1
4986	affordability	1
4987	previously	1
4988	mistaken	1
4989	heating	1
4990	yea	1
4991	numeric	1
4992	saying	1
4993	vain	1
4994	valid	1
4995	developed	1
4996	utilizing	1
4997	interfaces	1
4998	macosx	1
4999	pre-loaded	1
5000	techies	1
5001	sonic	1
5002	stage	1
5003	supposedly	1
5004	docking	1
5005	liht	1
5006	searching	1
5007	wear	1
5008	spyware	1
5009	expedited	1
5010	senior	1
5011	shift	1
5012	lines	1
